method,seed,correlation,accuracy,macro_f1,effective_bits,compressed_bits,raw_selected_bits,mean_selected_hops,mean_selected_etx,compression_saving,energy_j,min_residual_energy_j,participation_jain,utility_target_js,class_coverage_js,mean_route_cost,mean_route_hops,max_relay_queue,max_relay_energy_j
resource,73,0.9,0.968,0.9674802761573302,1382644.635486836,748800.0,1463040.0,1.0875,1.8464805495283598,0.572327140432311,6.035894462767064,8.258508608449054,0.8708272859216255,0.048850483084791896,0.004428378608475982,2.209747658777339,1.2083333333333333,0.010786965515484255,0.11416083571725588
resource,79,0.9,0.964,0.9640600656760283,1502221.2418066065,748800.0,1463040.0,1.1291666666666667,2.006171530190447,0.5635214954898352,6.237010913401854,8.261918604104633,0.8765522279035792,0.04684260598374798,0.002123695758472993,2.3524198644798773,1.2083333333333333,0.00387285703325441,0.12346304551555565
resource,83,0.9,0.917,0.916010972495998,1541433.7213768722,748800.0,1463040.0,1.1125,2.058538623633647,0.601519859590616,6.278563751331578,8.368236818336518,0.7361963190184049,0.056643710021572834,0.007518552819286532,2.6440031843118774,1.3333333333333333,0.008723155618902814,0.10250977177956444
resource,89,0.9,0.959,0.959395839723274,1424171.7415368017,748800.0,1463040.0,1.0958333333333334,1.9019387573942348,0.6064264447251151,6.080636682973554,8.419002957275387,0.7580543272267846,0.11650466514439042,0.013333881693916715,2.4733196863506457,1.2916666666666667,0.005572563592733053,0.11376208067869384
resource,97,0.9,0.937,0.9353088016175883,1529779.6329568638,748800.0,1463040.0,1.1166666666666667,2.042974937175301,0.5826021203944962,6.2503982414318795,8.71007335203248,0.7936507936507936,0.06357447863373383,0.016324937039873283,2.5050848241445878,1.2916666666666667,0.022971409894343448,0.16182845936606066
utility,53,0.9,0.963,0.9631300508974914,1689026.805803165,748800.0,1463040.0,1.2375,2.255644772707216,0.5205647200012744,6.661253455047917,8.479293090111634,0.6376195536663124,0.0346968388277446,0.01154678106358565,2.4079660137861993,1.2916666666666667,0.17874946080438264,0.33874946080438273
utility,59,0.9,0.916,0.9163327113451801,1360931.6525612238,748800.0,1463040.0,1.0458333333333334,1.8174835103648812,0.5644764383989896,5.933028161368728,8.334806400943874,0.5251641137855579,0.08403433128715954,0.021823156933213878,2.1358387418502507,1.1666666666666667,0.012268293989629024,0.14409170809952349
utility,61,0.9,0.94,0.938674399603741,1759097.8728076278,748800.0,1463040.0,1.3,2.349222586548642,0.5165226250089154,6.8381816217156,8.091411903488776,0.6217616580310881,0.04996287685252608,0.0052482417239947485,2.4868961381278054,1.375,0.14297634089563532,0.30297634089563547
utility,67,0.9,0.943,0.9437785578056028,1472712.741742157,748800.0,1463040.0,1.0583333333333333,1.9667638110872832,0.5577777776195327,6.1219822640241235,8.747625849816139,0.6651884700665188,0.02745986520059982,0.014546806555312961,2.2762569324463744,1.125,0.01992913654141681,0.13178740962425042
utility,71,0.9,0.902,0.9000554690178266,1969259.919461903,748800.0,1463040.0,1.2666666666666666,2.6298877129566045,0.4990141287084564,7.1110913735037125,8.464612501657665,0.5752636625119847,0.06479413505197007,0.014533752916328677,2.686713537268736,1.3333333333333333,0.11614004724465286,0.276140047244653
utility,73,0.9,0.96,0.9596120333813737,1639288.175713555,748800.0,1463040.0,1.2083333333333333,2.1892203201302824,0.4929434188879178,6.604525301408291,8.123786230965381,0.5333333333333333,0.05682265462912123,0.011805520970224649,2.209747658777339,1.2083333333333333,0.19706092506959205,0.35706092506959225
utility,79,0.9,0.963,0.9627238627127831,1734644.683043379,748800.0,1463040.0,1.2041666666666666,2.316566083124173,0.49598960789508306,6.686401235074162,8.35924800775194,0.6900517538815412,0.03766018251327259,0.006056741479698261,2.3524198644798773,1.2083333333333333,0.1524846024505503,0.30048460245055053
utility,83,0.9,0.916,0.9162332991419785,1477672.3971434329,748800.0,1463040.0,1.0333333333333334,1.973387282509931,0.6180029694907511,6.090731161172815,7.805247406101943,0.47040376323010585,0.10554665023804774,0.027455853949601774,2.6440031843118774,1.3333333333333333,0.014066696478762762,0.11806669647876282
utility,89,0.9,0.956,0.9563462137504679,1877808.7351644915,748800.0,1463040.0,1.3375,2.5077573920466,0.4810626847381342,7.057198847528215,8.126452016373916,0.7189934092270821,0.04179406637100967,0.006276255537742657,2.4733196863506457,1.2916666666666667,0.19445602055036107,0.336418516702397
utility,97,0.9,0.934,0.9324700415509108,1679034.413119578,748800.0,1463040.0,1.2,2.2423002311960207,0.5418781968837043,6.582781146758773,8.38790817450848,0.5920078934385792,0.06159292181512213,0.012084335304186018,2.5050848241445878,1.2916666666666667,0.14650487554263503,0.2705048755426351
proposed,53,0.9,0.964,0.9640360919578438,518333.4309625007,241920.0,1463040.0,1.2041666666666666,2.142581973224623,0.8528695147096635,4.695834832820822,8.524611797750405,0.7159904534606205,0.005861853445379973,0.009090686720046946,2.4079660137861993,1.2916666666666667,0.000528695972296156,0.08648978925870085
proposed,59,0.9,0.915,0.9153499950184752,459214.78991836944,245520.0,1463040.0,1.0708333333333333,1.879132234085479,0.8530426855244954,4.555069921688557,8.529298235112963,0.75,0.008139207958328048,0.012354655687190012,2.1358387418502507,1.1666666666666667,0.0,0.0675763471572128
proposed,61,0.9,0.939,0.9376552626803868,543996.6362063665,249744.0,1463040.0,1.2458333333333333,2.207480022143871,0.8504858258641096,4.748425483782465,8.36993170434826,0.7547169811320755,0.00910560768653752,0.002403443538107052,2.4868961381278054,1.375,0.0004900026005990009,0.08681115924221623
proposed,67,0.9,0.942,0.9424727605041665,480080.56568882475,241920.0,1463040.0,1.0583333333333333,1.9844600102878025,0.855842698536417,4.58311796008163,8.859319600807801,0.7380073800738007,0.00721185219012275,0.014441287855543529,2.2762569324463744,1.125,0.0,0.047269163783468814
proposed,71,0.9,0.896,0.8934909994766688,611032.1084410879,247920.0,1463040.0,1.2333333333333334,2.4926898929563444,0.844551524047616,4.844798345850795,8.490773852303384,0.746268656716418,0.008439695022042783,0.012203134062744501,2.686713537268736,1.3333333333333333,0.0009563598223399257,0.06443267769041904
proposed,73,0.9,0.964,0.9634754489549119,518362.48270913045,241920.0,1463040.0,1.2083333333333333,2.1427020614630052,0.8396626583700861,4.71217772362051,8.30461642663071,0.7159904534606205,0.010084266196029411,0.004711744960460538,2.209747658777339,1.2083333333333333,0.0042083999467570545,0.10692947219178414
proposed,79,0.9,0.962,0.9615990074112839,537246.083917976,241920.0,1463040.0,1.1791666666666667,2.220759275454597,0.8439002453590325,4.7155132477010655,8.376506419878243,0.7848266841072596,0.007259377249294378,0.0058290723458926455,2.3524198644798773,1.2083333333333333,0.0,0.07664182167767072
proposed,83,0.9,0.916,0.9156646649633796,532861.1734041132,247008.0,1463040.0,1.1333333333333333,2.174838314084042,0.8622486375819558,4.6897038733452385,8.241202178185292,0.6640841173215274,0.009678594081153704,0.015408655764018793,2.6440031843118774,1.3333333333333333,0.00029722654127632524,0.06726415324989306
proposed,89,0.9,0.96,0.960446573873131,577821.3184256983,247008.0,1463040.0,1.275,2.3618852967653674,0.8403175797035383,4.810347189173495,8.400061360699029,0.8547008547008547,0.003116114165159381,0.0040276386655203195,2.4733196863506457,1.2916666666666667,0.0,0.09166991636729253
proposed,97,0.9,0.939,0.937777348648735,536907.1982524742,241920.0,1463040.0,1.2,2.2193584583848973,0.8535057460123514,4.718396781360404,8.630391821886956,0.77269800386349,0.006817594166645996,0.0063911746925077,2.5050848241445878,1.2916666666666667,0.0006750191380483581,0.10957607792844717
